invoice_id,vendor,department,invoice_type,amount,submitted_date,due_date,approved_date,approval_days,payment_terms_days,has_purchase_order,duplicate_flag,vendor_delay_history,sla_breached,risk_level,risk_reason,next_best_action,days_until_due,approval_delay_flag,amount_category
INV-00463,CloudBridge Ltd,IT,Office Supplies,22550.04,2025-09-30,2025-10-15,2025-10-20,20,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00464,DataCore Systems,HR,Security Service,20705.29,2025-07-09,2025-09-07,2025-07-23,14,60,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00465,Alpha Consulting,Operations,Cloud Infrastructure,14767.3,2025-08-06,2025-08-21,2025-08-25,19,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00466,FinEdge Services,Finance,Cloud Infrastructure,14997.48,2025-05-12,2025-07-11,2025-05-30,18,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00467,TechNova Solutions,HR,Security Service,3033.93,2025-04-16,2025-06-15,2025-04-17,1,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Medium
INV-00468,CloudBridge Ltd,IT,Office Supplies,16324.24,2025-10-02,2025-11-16,2025-10-11,9,45,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,45,0,Large
INV-00469,OfficePlus Group,Risk Management,Office Supplies,18898.8,2025-04-02,2025-06-01,2025-04-16,14,60,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00470,OfficePlus Group,HR,Cloud Infrastructure,19377.44,2025-03-02,2025-04-01,2025-03-15,13,30,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00471,DataCore Systems,Finance,Consulting Service,12757.75,2025-03-24,2025-04-08,2025-04-04,11,15,0,0,0,1,Medium,Missing purchase order,Escalate to manager,15,1,Large
INV-00472,DataCore Systems,Operations,Security Service,10940.9,2025-04-24,2025-06-08,2025-04-27,3,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Large
INV-00473,TechNova Solutions,Risk Management,Office Supplies,23274.06,2025-11-02,2025-12-17,2025-11-15,13,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Large
INV-00474,Alpha Consulting,Operations,Software License,5122.51,2025-04-10,2025-05-25,2025-04-27,17,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Medium
INV-00475,DataCore Systems,Risk Management,Software License,9057.53,2025-02-14,2025-03-16,2025-02-15,1,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00476,GreenLogix,Operations,Security Service,5087.73,2025-02-16,2025-03-03,2025-02-17,1,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00477,OfficePlus Group,IT,Security Service,24080.12,2025-10-22,2025-12-21,2025-11-06,15,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00478,GreenLogix,HR,Software License,14009.9,2025-06-24,2025-08-08,2025-07-11,17,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Large
INV-00479,OfficePlus Group,Risk Management,Office Supplies,24154.78,2025-05-05,2025-07-04,2025-05-24,19,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00480,Alpha Consulting,HR,Software License,12101.06,2025-07-15,2025-07-30,2025-07-24,9,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00481,GreenLogix,Procurement,Security Service,13437.73,2025-05-28,2025-06-27,2025-06-06,9,30,1,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00482,NetSecure Inc,Finance,Security Service,23291.77,2025-07-01,2025-08-15,2025-07-17,16,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00483,FinEdge Services,Operations,Logistics,5071.7,2025-04-16,2025-05-31,2025-04-24,8,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00484,NetSecure Inc,IT,Software License,3084.97,2025-11-11,2026-01-10,2025-11-14,3,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Medium
INV-00485,NetSecure Inc,HR,Cloud Infrastructure,12359.28,2025-09-09,2025-10-24,2025-09-28,19,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00486,FinEdge Services,HR,Consulting Service,1448.29,2025-10-04,2025-12-03,2025-10-18,14,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00487,DataCore Systems,Operations,Software License,17486.29,2025-01-05,2025-02-19,2025-01-20,15,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00488,CloudBridge Ltd,Procurement,Cloud Infrastructure,15358.17,2025-10-08,2025-11-07,2025-10-17,9,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00489,Alpha Consulting,HR,Cloud Infrastructure,9211.51,2025-04-18,2025-06-17,2025-05-04,16,60,0,0,0,1,Medium,Missing purchase order,Escalate to manager,60,1,Medium
INV-00490,GreenLogix,Procurement,Office Supplies,4579.24,2025-02-21,2025-03-23,2025-02-26,5,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Medium
INV-00491,GreenLogix,Operations,Consulting Service,3731.51,2025-01-05,2025-03-06,2025-01-10,5,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Medium
INV-00492,DataCore Systems,Risk Management,Security Service,13396.17,2025-06-03,2025-08-02,2025-06-14,11,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00493,CloudBridge Ltd,Risk Management,Consulting Service,1594.91,2025-11-19,2026-01-18,2025-11-28,9,60,1,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Medium
INV-00494,NetSecure Inc,Procurement,Cloud Infrastructure,9071.63,2025-06-26,2025-08-10,2025-07-14,18,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00495,NetSecure Inc,Risk Management,Security Service,5054.06,2025-05-26,2025-06-25,2025-06-14,19,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Medium
INV-00496,Alpha Consulting,Risk Management,Office Supplies,22251.85,2025-08-26,2025-10-10,2025-09-08,13,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Large
INV-00497,NetSecure Inc,Operations,Logistics,15346.52,2025-02-10,2025-02-25,2025-02-23,13,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00498,NetSecure Inc,Procurement,Logistics,7354.77,2025-05-19,2025-07-18,2025-05-28,9,60,0,0,1,0,Medium,Missing purchase order,Request missing information,60,0,Medium
INV-00499,Alpha Consulting,Operations,Consulting Service,4678.77,2025-05-01,2025-05-31,2025-05-02,1,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Medium
INV-00500,DataCore Systems,Operations,Software License,2479.29,2025-01-14,2025-01-29,2025-01-30,16,15,0,0,0,1,Medium,Missing purchase order,Escalate to manager,15,1,Medium
INV-00501,OfficePlus Group,HR,Consulting Service,2199.35,2025-04-28,2025-06-12,2025-05-11,13,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Medium
INV-00502,DataCore Systems,IT,Security Service,20979.09,2025-07-02,2025-07-17,2025-07-03,1,15,1,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00503,OfficePlus Group,HR,Office Supplies,3464.36,2025-10-30,2025-11-29,2025-11-17,18,30,0,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Medium
INV-00504,OfficePlus Group,Procurement,Office Supplies,13537.74,2025-06-07,2025-08-06,2025-06-10,3,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00505,DataCore Systems,Procurement,Software License,102.3,2025-05-27,2025-07-11,2025-06-01,5,45,0,0,1,0,Medium,Missing purchase order,Request missing information,45,0,Small
INV-00506,Alpha Consulting,Operations,Cloud Infrastructure,327.4,2025-11-02,2025-12-17,2025-11-16,14,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Small
INV-00507,NetSecure Inc,IT,Office Supplies,22065.84,2025-05-08,2025-07-07,2025-05-22,14,60,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00508,FinEdge Services,Procurement,Software License,10613.76,2025-05-26,2025-07-10,2025-06-03,8,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00509,CloudBridge Ltd,IT,Consulting Service,7310.92,2025-05-20,2025-07-19,2025-06-04,15,60,0,0,0,1,Medium,Missing purchase order,Escalate to manager,60,1,Medium
INV-00510,TechNova Solutions,IT,Software License,24245.93,2025-02-22,2025-03-24,2025-02-23,1,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00511,Alpha Consulting,Risk Management,Software License,5896.98,2025-09-10,2025-09-25,2025-09-15,5,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00512,OfficePlus Group,Operations,Cloud Infrastructure,11645.74,2025-02-11,2025-03-28,2025-02-13,2,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00513,GreenLogix,Finance,Security Service,11806.65,2025-07-15,2025-08-29,2025-07-22,7,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Large
INV-00514,FinEdge Services,Operations,Office Supplies,6254.34,2025-08-24,2025-09-23,2025-08-26,2,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Medium
INV-00515,GreenLogix,Risk Management,Cloud Infrastructure,23411.76,2025-10-09,2025-10-24,2025-10-15,6,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00516,OfficePlus Group,IT,Cloud Infrastructure,22199.24,2025-05-01,2025-05-16,2025-05-08,7,15,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,15,0,Large
INV-00517,DataCore Systems,Procurement,Security Service,3079.27,2025-01-22,2025-02-06,2025-01-30,8,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Medium
INV-00518,CloudBridge Ltd,IT,Consulting Service,12547.99,2025-11-17,2026-01-01,2025-12-07,20,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00519,DataCore Systems,Risk Management,Security Service,19807.51,2025-04-30,2025-06-29,2025-05-05,5,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00520,FinEdge Services,Finance,Logistics,9506.45,2025-01-21,2025-03-07,2025-01-26,5,45,0,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00521,OfficePlus Group,HR,Logistics,12303.29,2025-10-06,2025-11-05,2025-10-25,19,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Large
INV-00522,Alpha Consulting,Procurement,Security Service,22870.4,2025-02-05,2025-03-07,2025-02-23,18,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00523,OfficePlus Group,HR,Cloud Infrastructure,11406.57,2025-04-05,2025-06-04,2025-04-22,17,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00524,FinEdge Services,Procurement,Logistics,1677.21,2025-04-08,2025-06-07,2025-04-26,18,60,0,0,1,1,Medium,Missing purchase order,Escalate to manager,60,1,Medium
INV-00525,OfficePlus Group,Procurement,Office Supplies,16058.51,2025-09-25,2025-10-10,2025-09-29,4,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00526,DataCore Systems,Finance,Consulting Service,2765.67,2025-01-17,2025-02-01,2025-01-24,7,15,0,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Medium
INV-00527,OfficePlus Group,Finance,Cloud Infrastructure,5596.0,2025-04-17,2025-05-02,2025-04-20,3,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Medium
INV-00528,TechNova Solutions,Procurement,Security Service,18612.59,2025-01-30,2025-03-16,2025-02-13,14,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Large
INV-00529,CloudBridge Ltd,Procurement,Software License,23620.63,2025-02-21,2025-03-08,2025-03-10,17,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00530,FinEdge Services,HR,Logistics,6294.2,2025-02-24,2025-04-25,2025-03-02,6,60,1,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Medium
INV-00531,GreenLogix,Finance,Consulting Service,19832.29,2025-09-16,2025-11-15,2025-10-04,18,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00532,Alpha Consulting,Procurement,Cloud Infrastructure,13797.03,2025-07-31,2025-09-14,2025-08-11,11,45,0,0,1,1,Medium,Missing purchase order,Escalate to manager,45,1,Large
INV-00533,FinEdge Services,HR,Security Service,5426.81,2025-07-04,2025-08-18,2025-07-22,18,45,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00534,TechNova Solutions,Risk Management,Software License,24575.62,2025-09-23,2025-10-08,2025-10-13,20,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00535,OfficePlus Group,IT,Consulting Service,21407.44,2025-10-11,2025-11-25,2025-10-12,1,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00536,Alpha Consulting,Procurement,Consulting Service,3546.36,2025-04-30,2025-05-30,2025-05-12,12,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00537,GreenLogix,HR,Consulting Service,18383.22,2025-03-30,2025-05-29,2025-04-10,11,60,0,0,1,1,High,Amount exceeds approval limit,Escalate to manager,60,1,Large
INV-00538,OfficePlus Group,Finance,Logistics,20227.7,2025-01-29,2025-02-13,2025-02-11,13,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00539,GreenLogix,Finance,Consulting Service,18717.2,2025-11-21,2025-12-06,2025-12-11,20,15,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,15,1,Large
INV-00540,TechNova Solutions,Procurement,Security Service,14166.33,2025-03-20,2025-04-19,2025-03-31,11,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00541,CloudBridge Ltd,IT,Office Supplies,7315.6,2025-03-09,2025-04-08,2025-03-22,13,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00542,TechNova Solutions,HR,Office Supplies,6637.69,2025-03-08,2025-05-07,2025-03-21,13,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Medium
INV-00543,FinEdge Services,Operations,Office Supplies,16340.99,2025-05-05,2025-06-04,2025-05-12,7,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00544,NetSecure Inc,Risk Management,Security Service,2330.91,2025-07-07,2025-09-05,2025-07-21,14,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00545,NetSecure Inc,HR,Logistics,702.75,2025-06-29,2025-07-29,2025-07-09,10,30,0,0,0,0,Medium,Missing purchase order,Request missing information,30,0,Small
INV-00546,TechNova Solutions,IT,Consulting Service,17165.44,2025-02-27,2025-03-14,2025-03-04,5,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Large
INV-00547,DataCore Systems,Procurement,Software License,8647.46,2025-08-19,2025-10-03,2025-08-23,4,45,0,0,0,0,Medium,Missing purchase order,Request missing information,45,0,Medium
INV-00548,FinEdge Services,Risk Management,Security Service,5375.7,2025-10-08,2025-11-22,2025-10-26,18,45,0,0,1,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00549,TechNova Solutions,Operations,Security Service,22660.4,2025-05-11,2025-05-26,2025-05-28,17,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00550,FinEdge Services,Risk Management,Security Service,6854.91,2025-02-04,2025-02-19,2025-02-19,15,15,0,0,1,1,Medium,Missing purchase order,Escalate to manager,15,1,Medium
INV-00551,NetSecure Inc,Finance,Software License,7383.14,2025-07-14,2025-08-13,2025-07-27,13,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00552,CloudBridge Ltd,IT,Consulting Service,12566.21,2025-01-21,2025-02-05,2025-02-05,15,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00553,Alpha Consulting,Operations,Logistics,4009.43,2025-07-01,2025-08-15,2025-07-13,12,45,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,45,1,Medium
INV-00554,OfficePlus Group,Finance,Logistics,6516.22,2025-10-12,2025-10-27,2025-10-25,13,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
INV-00555,NetSecure Inc,Operations,Logistics,3517.79,2025-08-02,2025-09-01,2025-08-15,13,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00556,OfficePlus Group,HR,Cloud Infrastructure,11284.31,2025-03-12,2025-04-11,2025-03-17,5,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00557,DataCore Systems,Operations,Consulting Service,16440.17,2025-06-12,2025-07-12,2025-07-01,19,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00558,NetSecure Inc,IT,Logistics,834.14,2025-07-30,2025-09-28,2025-08-10,11,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Small
INV-00559,OfficePlus Group,IT,Consulting Service,2758.61,2025-11-10,2025-11-25,2025-11-16,6,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Medium
INV-00560,FinEdge Services,IT,Logistics,749.5,2025-03-10,2025-05-09,2025-03-13,3,60,0,0,0,0,Medium,Missing purchase order,Request missing information,60,0,Small
INV-00561,GreenLogix,Operations,Office Supplies,3524.07,2025-01-17,2025-02-16,2025-01-24,7,30,0,0,0,0,Medium,Missing purchase order,Request missing information,30,0,Medium
INV-00562,GreenLogix,IT,Logistics,16816.34,2025-02-03,2025-03-05,2025-02-10,7,30,1,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00563,Alpha Consulting,Risk Management,Cloud Infrastructure,21682.7,2025-07-27,2025-09-25,2025-08-04,8,60,1,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00564,NetSecure Inc,Operations,Security Service,23484.56,2025-09-24,2025-10-09,2025-10-13,19,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00565,TechNova Solutions,IT,Security Service,13492.94,2025-09-22,2025-11-21,2025-09-24,2,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00566,Alpha Consulting,Operations,Cloud Infrastructure,19364.56,2025-03-27,2025-05-26,2025-04-06,10,60,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,60,0,Large
INV-00567,TechNova Solutions,Risk Management,Security Service,22601.52,2025-02-16,2025-04-17,2025-03-03,15,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00568,DataCore Systems,Operations,Office Supplies,8154.18,2025-08-21,2025-09-20,2025-08-22,1,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00569,OfficePlus Group,Procurement,Logistics,16249.55,2025-02-16,2025-03-03,2025-02-22,6,15,1,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00570,NetSecure Inc,Finance,Security Service,17711.25,2025-07-13,2025-08-12,2025-07-30,17,30,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,30,1,Large
INV-00571,NetSecure Inc,HR,Logistics,21580.54,2025-04-02,2025-05-02,2025-04-08,6,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00572,OfficePlus Group,Risk Management,Office Supplies,7290.64,2025-03-09,2025-03-24,2025-03-15,6,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Medium
INV-00573,OfficePlus Group,Finance,Office Supplies,12490.93,2025-11-08,2025-11-23,2025-11-24,16,15,0,0,0,1,Medium,Missing purchase order,Escalate to manager,15,1,Large
INV-00574,Alpha Consulting,Operations,Office Supplies,11102.7,2025-05-06,2025-05-21,2025-05-26,20,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00575,DataCore Systems,IT,Software License,16366.59,2025-01-17,2025-02-16,2025-01-19,2,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00576,TechNova Solutions,Finance,Office Supplies,24844.01,2025-11-09,2025-12-24,2025-11-15,6,45,1,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00577,NetSecure Inc,Finance,Software License,19235.95,2025-07-14,2025-08-28,2025-07-25,11,45,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00578,CloudBridge Ltd,Procurement,Office Supplies,3450.19,2025-09-27,2025-11-11,2025-10-06,9,45,0,0,1,0,Medium,Missing purchase order,Request missing information,45,0,Medium
INV-00579,FinEdge Services,HR,Software License,2821.63,2025-09-05,2025-09-20,2025-09-22,17,15,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00580,NetSecure Inc,Procurement,Security Service,14421.05,2025-03-08,2025-04-22,2025-03-28,20,45,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00581,DataCore Systems,HR,Consulting Service,17743.82,2025-03-02,2025-03-17,2025-03-09,7,15,1,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00582,CloudBridge Ltd,Risk Management,Consulting Service,20009.15,2025-01-24,2025-03-25,2025-02-07,14,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00583,FinEdge Services,Finance,Logistics,5109.56,2025-02-04,2025-03-21,2025-02-14,10,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Medium
INV-00584,NetSecure Inc,Finance,Software License,17177.31,2025-10-19,2025-12-18,2025-10-30,11,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00585,NetSecure Inc,Procurement,Logistics,12029.8,2025-11-27,2025-12-12,2025-12-13,16,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00586,Alpha Consulting,HR,Cloud Infrastructure,11615.5,2025-09-24,2025-10-09,2025-10-08,14,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Large
INV-00587,TechNova Solutions,IT,Security Service,17168.78,2025-03-18,2025-04-02,2025-03-30,12,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00588,GreenLogix,Risk Management,Security Service,21075.9,2025-04-06,2025-06-05,2025-04-25,19,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00589,NetSecure Inc,Risk Management,Software License,6860.29,2025-05-02,2025-07-01,2025-05-05,3,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Medium
INV-00590,FinEdge Services,HR,Cloud Infrastructure,4457.82,2025-04-14,2025-04-29,2025-04-26,12,15,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00591,TechNova Solutions,Operations,Security Service,3936.54,2025-09-26,2025-11-25,2025-10-07,11,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00592,CloudBridge Ltd,HR,Logistics,24818.74,2025-08-24,2025-09-08,2025-08-31,7,15,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,15,0,Large
INV-00593,OfficePlus Group,Finance,Logistics,21218.29,2025-08-28,2025-10-12,2025-08-31,3,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Large
INV-00594,OfficePlus Group,Finance,Security Service,18986.5,2025-04-13,2025-05-28,2025-04-20,7,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00595,NetSecure Inc,Operations,Logistics,3029.51,2025-05-21,2025-06-20,2025-05-26,5,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Medium
INV-00596,CloudBridge Ltd,IT,Security Service,8822.92,2025-03-14,2025-04-28,2025-03-25,11,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Medium
INV-00597,CloudBridge Ltd,Procurement,Security Service,22316.85,2025-01-26,2025-03-27,2025-02-13,18,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00598,TechNova Solutions,Finance,Office Supplies,1439.62,2025-04-02,2025-06-01,2025-04-16,14,60,0,0,0,1,Medium,Missing purchase order,Escalate to manager,60,1,Medium
INV-00599,NetSecure Inc,IT,Logistics,18984.22,2025-08-27,2025-09-11,2025-09-14,18,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Large
INV-00600,Alpha Consulting,Finance,Office Supplies,7828.75,2025-04-29,2025-06-28,2025-05-14,15,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Medium
INV-00601,OfficePlus Group,Procurement,Office Supplies,4665.49,2025-08-21,2025-10-05,2025-09-01,11,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00602,Alpha Consulting,Finance,Cloud Infrastructure,12018.44,2025-06-28,2025-08-12,2025-07-04,6,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00603,CloudBridge Ltd,Procurement,Security Service,16271.34,2025-07-25,2025-09-23,2025-08-04,10,60,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,60,0,Large
INV-00604,FinEdge Services,HR,Consulting Service,24349.9,2025-06-24,2025-07-09,2025-07-07,13,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00605,NetSecure Inc,HR,Logistics,5980.24,2025-02-28,2025-04-29,2025-03-03,3,60,0,0,1,0,Medium,Missing purchase order,Request missing information,60,0,Medium
INV-00606,CloudBridge Ltd,Operations,Consulting Service,7770.09,2025-11-03,2025-11-18,2025-11-16,13,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00607,Alpha Consulting,Risk Management,Logistics,1630.91,2025-10-25,2025-11-24,2025-11-01,7,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Medium
INV-00608,DataCore Systems,Operations,Security Service,7358.43,2025-04-11,2025-06-10,2025-05-01,20,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00609,OfficePlus Group,Operations,Logistics,24566.25,2025-10-26,2025-11-10,2025-11-07,12,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00610,OfficePlus Group,Finance,Cloud Infrastructure,22536.78,2025-10-14,2025-10-29,2025-10-16,2,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00611,TechNova Solutions,IT,Office Supplies,17585.32,2025-07-15,2025-08-29,2025-07-28,13,45,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00612,FinEdge Services,Risk Management,Consulting Service,11924.3,2025-07-04,2025-09-02,2025-07-11,7,60,0,0,0,0,Medium,Missing purchase order,Request missing information,60,0,Large
INV-00613,DataCore Systems,IT,Software License,1886.48,2025-09-07,2025-10-07,2025-09-08,1,30,0,0,0,0,Medium,Missing purchase order,Request missing information,30,0,Medium
INV-00614,DataCore Systems,Risk Management,Office Supplies,21517.8,2025-11-16,2026-01-15,2025-12-06,20,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00615,GreenLogix,HR,Office Supplies,9679.4,2025-08-06,2025-09-05,2025-08-14,8,30,1,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00616,FinEdge Services,Risk Management,Security Service,6804.34,2025-01-18,2025-03-04,2025-02-05,18,45,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
